userID,placeID,rating,food_rating,service_rating,latitude_user,longitude_user,smoker,dress_preference,budget,ambience,latitude_rest,longitude_rest,smoking_area,dress_code,price,Rambience,alcohol,distancia_km,match_cocina,compat_fumador,payment_match_ratio,rating_category
U1082,132630,1,1,1,23.753061,-99.166095,true,informal,medium,friends,23.7529305,-99.1644725,none,informal,low,familiar,No_Alcohol_Served,0.1657673444108357,1,0,0.0,Medio
U1023,132715,0,0,0,23.752943,-99.166589,false,informal,low,friends,23.732422600000003,-99.1586602,none,informal,low,quiet,No_Alcohol_Served,2.4202756583846865,1,1,1.0,Bajo
U1023,132717,0,0,0,23.752943,-99.166589,false,informal,low,friends,23.7318602,-99.1504365,not permitted,informal,medium,familiar,No_Alcohol_Served,2.8633361403812727,0,1,1.0,Bajo
U1082,132613,0,0,0,23.753061,-99.166095,true,informal,medium,friends,23.7529035,-99.165076,permitted,informal,medium,familiar,No_Alcohol_Served,0.10517771482894361,1,2,1.0,Bajo
U1082,132594,0,0,0,23.753061,-99.166095,true,informal,medium,friends,23.7521677,-99.165709,not permitted,informal,low,familiar,No_Alcohol_Served,0.1068170666164122,1,2,1.0,Bajo
U1082,132608,0,0,0,23.753061,-99.166095,true,informal,medium,friends,23.7588052,-99.1651297,permitted,informal,low,quiet,No_Alcohol_Served,0.6462369746252525,1,2,1.0,Bajo
U1082,132609,0,0,0,23.753061,-99.166095,true,informal,medium,friends,23.760268300000003,-99.1658646,not permitted,informal,low,quiet,No_Alcohol_Served,0.8017581581956935,0,2,1.0,Bajo
U1082,132663,0,0,0,23.753061,-99.166095,true,informal,medium,friends,23.7525107,-99.1669536,none,informal,low,familiar,No_Alcohol_Served,0.10667883590446037,1,0,0.0,Bajo
U1082,132560,0,0,0,23.753061,-99.166095,true,informal,medium,friends,23.752304100000003,-99.1669133,permitted,informal,low,familiar,No_Alcohol_Served,0.11840430159761467,0,2,1.0,Bajo
U1060,132564,2,2,2,23.715238,-99.158864,false,formal,medium,family,23.7309245,-99.1451848,none,informal,low,familiar,No_Alcohol_Served,2.2319448258972683,0,1,0.0,Alto
U1060,132717,2,2,2,23.715238,-99.158864,false,formal,medium,family,23.7318602,-99.1504365,not permitted,informal,medium,familiar,No_Alcohol_Served,2.037703426140432,1,1,1.0,Alto
U1060,132733,2,1,2,23.715238,-99.158864,false,formal,medium,family,23.7527071,-99.1625655,not permitted,informal,medium,familiar,No_Alcohol_Served,4.183375695045834,1,1,1.0,Alto
U1060,132740,1,2,1,23.715238,-99.158864,false,formal,medium,family,23.7521965,-99.1666317,permitted,informal,low,familiar,No_Alcohol_Served,4.184969252565384,1,1,1.0,Medio
U1015,135071,0,0,0,22.12676,-100.905209,true,informal,medium,family,22.126375,-100.910926,section,informal,medium,familiar,Full_Bar,0.5904386083038853,0,2,1.0,Bajo
U1123,132733,1,2,1,23.753112,-99.168567,false,informal,medium,family,23.7527071,-99.1625655,not permitted,informal,medium,familiar,No_Alcohol_Served,0.6124640519331038,0,1,1.0,Medio
U1123,132608,1,2,1,23.753112,-99.168567,false,informal,medium,family,23.7588052,-99.1651297,permitted,informal,low,quiet,No_Alcohol_Served,0.723281720264259,1,1,1.0,Medio
U1123,135104,2,2,2,23.753112,-99.168567,false,informal,medium,family,23.752982100000004,-99.16843409999998,not permitted,informal,medium,familiar,Full_Bar,0.019788572948504314,1,1,1.0,Alto
U1123,132584,1,2,0,23.753112,-99.168567,false,informal,medium,family,23.7523648,-99.1652879,not permitted,informal,medium,familiar,No_Alcohol_Served,0.3439199602780888,1,1,1.0,Medio
U1123,132667,1,2,1,23.753112,-99.168567,false,informal,medium,family,23.7526973,-99.1633594,none,informal,low,familiar,No_Alcohol_Served,0.5320094479011529,0,1,1.0,Medio
U1123,132740,1,1,1,23.753112,-99.168567,false,informal,medium,family,23.7521965,-99.1666317,permitted,informal,low,familiar,No_Alcohol_Served,0.22171829081869643,1,1,1.0,Medio
U1123,132613,1,2,1,23.753112,-99.168567,false,informal,medium,family,23.7529035,-99.165076,permitted,informal,medium,familiar,No_Alcohol_Served,0.35605437371995124,1,1,1.0,Medio
U1123,132594,1,1,1,23.753112,-99.168567,false,informal,medium,family,23.7521677,-99.165709,not permitted,informal,low,familiar,No_Alcohol_Served,0.30924732123608384,1,1,1.0,Medio
U1021,132740,2,2,1,23.730569,-99.171883,false,no preference,medium,family,23.7521965,-99.1666317,permitted,informal,low,familiar,No_Alcohol_Served,2.4635510861362135,0,1,1.0,Alto
U1026,132626,2,2,2,23.733,-99.133,false,formal,medium,family,23.7375834,-99.1351318,none,informal,medium,familiar,No_Alcohol_Served,0.5539230267226887,0,1,0.5,Alto
U1021,132668,2,2,2,23.730569,-99.171883,false,no preference,medium,family,23.738212,-99.1519547,none,informal,low,familiar,No_Alcohol_Served,2.199341062718374,0,1,0.0,Alto
U1021,132715,2,2,1,23.730569,-99.171883,false,no preference,medium,family,23.732422600000003,-99.1586602,none,informal,low,quiet,No_Alcohol_Served,1.3616707179714167,0,1,1.0,Alto
U1044,134987,0,0,0,18.95298,-99.260789,true,informal,medium,family,18.932725,-99.225211,none,informal,medium,familiar,Wine-Beer,4.367382303309089,0,0,0.25,Bajo
U1083,135034,2,2,2,22.13392,-101.028373,false,no preference,medium,family,22.140517000000003,-101.021422,none,informal,medium,familiar,No_Alcohol_Served,1.025021733814463,0,1,1.0,Alto
U1083,132723,1,1,1,22.13392,-101.028373,false,no preference,medium,family,22.1489337,-101.019845,section,informal,medium,familiar,Full_Bar,1.886408718884369,1,1,1.0,Medio
U1083,135046,2,2,1,22.13392,-101.028373,false,no preference,medium,family,22.141282,-101.002958,none,informal,medium,familiar,No_Alcohol_Served,2.7427050337770305,0,1,1.0,Alto
U1108,135075,2,2,2,22.143524,-100.987562,false,informal,medium,solitary,22.139573,-100.991564,none,informal,medium,familiar,No_Alcohol_Served,0.6024191970603295,1,1,0.3333333333333333,Alto
U1108,132572,1,2,1,22.143524,-100.987562,false,informal,medium,solitary,22.141647100000004,-100.9927118,not permitted,informal,low,familiar,No_Alcohol_Served,0.569982344979564,1,1,0.3333333333333333,Medio
U1108,135074,2,2,1,22.143524,-100.987562,false,informal,medium,solitary,22.149689,-100.999525,section,informal,high,familiar,Wine-Beer,1.409951792667953,0,1,1.0,Alto
U1108,135028,1,1,1,22.143524,-100.987562,false,informal,medium,solitary,22.146658,-100.987219,none,informal,medium,familiar,Wine-Beer,0.3502708636446246,1,1,1.0,Medio
U1108,135085,1,2,1,22.143524,-100.987562,false,informal,medium,solitary,22.150802,-100.98268,not permitted,informal,medium,familiar,No_Alcohol_Served,0.9527527121983477,1,1,0.3333333333333333,Medio
U1108,135032,2,1,2,22.143524,-100.987562,false,informal,medium,solitary,22.152481,-100.973486,section,informal,medium,familiar,Wine-Beer,1.7588528386099247,1,1,1.0,Alto
U1108,135086,1,1,0,22.143524,-100.987562,false,informal,medium,solitary,22.141421,-101.013955,not permitted,informal,medium,familiar,No_Alcohol_Served,2.7283666515789533,1,1,1.0,Medio
U1108,132723,2,2,2,22.143524,-100.987562,false,informal,medium,solitary,22.1489337,-101.019845,section,informal,medium,familiar,Full_Bar,3.378850381708189,1,1,0.6666666666666666,Alto
U1108,135046,1,2,1,22.143524,-100.987562,false,informal,medium,solitary,22.141282,-101.002958,none,informal,medium,familiar,No_Alcohol_Served,1.6051775594935564,1,1,1.0,Medio
U1108,135058,1,1,1,22.143524,-100.987562,false,informal,medium,solitary,22.165587,-101.001273,none,informal,medium,familiar,No_Alcohol_Served,2.830633599760571,1,1,1.0,Medio
U1012,135001,1,1,2,18.813348,-99.243697,false,formal,medium,family,18.941859,-99.241927,none,informal,medium,familiar,Wine-Beer,14.290984660894555,0,1,0.5,Medio
U1012,134983,2,2,2,18.813348,-99.243697,false,formal,medium,family,18.948657,-99.235361,section,informal,high,familiar,Full_Bar,15.07121510975802,0,1,0.5,Alto
U1012,134996,2,2,2,18.813348,-99.243697,false,formal,medium,family,18.923429,-99.216413,only at bar,informal,medium,familiar,Wine-Beer,12.572595741202708,0,1,0.5,Alto
U1093,135019,2,2,2,18.871654,-99.183251,true,no preference,medium,family,18.875011,-99.159422,none,informal,low,familiar,No_Alcohol_Served,2.534842806088272,0,0,0.0,Alto
U1093,134996,2,2,2,18.871654,-99.183251,true,no preference,medium,family,18.923429,-99.216413,only at bar,informal,medium,familiar,Wine-Beer,6.731668230254894,0,2,0.0,Alto
U1093,135001,2,2,2,18.871654,-99.183251,true,no preference,medium,family,18.941859,-99.241927,none,informal,medium,familiar,Wine-Beer,9.951871861369172,0,0,1.0,Alto
U1093,134976,2,2,1,18.871654,-99.183251,true,no preference,medium,family,18.916654,-99.22711,none,informal,low,familiar,No_Alcohol_Served,6.806457430282119,0,0,1.0,Alto
U1093,134999,2,2,2,18.871654,-99.183251,true,no preference,medium,family,18.915421,-99.184871,none,informal,medium,familiar,No_Alcohol_Served,4.869651670643008,1,0,0.0,Alto
U1030,135018,2,2,2,18.844818,-99.182758,false,formal,medium,family,18.859803,-99.222164,permitted,informal,medium,familiar,Full_Bar,4.468939557472519,1,1,1.0,Alto
U1093,135013,2,2,1,18.871654,-99.183251,true,no preference,medium,family,18.917441,-99.165945,none,informal,low,familiar,No_Alcohol_Served,5.4070245721167325,0,0,0.0,Alto
U1030,134986,2,2,2,18.844818,-99.182758,false,formal,medium,family,18.928798,-99.239513,none,formal,high,familiar,Wine-Beer,11.083995475522077,0,1,0.0,Alto
U1012,134986,2,2,2,18.813348,-99.243697,false,formal,medium,family,18.928798,-99.239513,none,formal,high,familiar,Wine-Beer,12.845000462283435,0,1,0.0,Alto
U1012,135018,2,2,2,18.813348,-99.243697,false,formal,medium,family,18.859803,-99.222164,permitted,informal,medium,familiar,Full_Bar,5.640774944317145,0,1,1.0,Alto
U1030,135088,1,0,1,18.844818,-99.182758,false,formal,medium,family,18.8760113,-99.2198896,not permitted,informal,low,quiet,No_Alcohol_Served,5.224621712381197,0,1,1.0,Medio
U1093,132767,2,2,2,18.871654,-99.183251,true,no preference,medium,family,18.8820871,-99.1630268,permitted,casual,medium,familiar,Wine-Beer,2.423574404671155,0,2,1.0,Alto
U1030,135016,0,0,0,18.844818,-99.182758,false,formal,medium,family,18.869347,-99.209944,none,informal,medium,familiar,No_Alcohol_Served,3.9525744639496656,0,1,1.0,Bajo
U1093,135011,1,1,0,18.871654,-99.183251,true,no preference,medium,family,18.91061,-99.169539,none,informal,medium,familiar,No_Alcohol_Served,4.565603685675157,0,0,0.0,Medio
U1030,132767,0,0,0,18.844818,-99.182758,false,formal,medium,family,18.8820871,-99.1630268,permitted,casual,medium,familiar,Wine-Beer,4.635121113576614,0,1,1.0,Bajo
U1030,135019,0,0,0,18.844818,-99.182758,false,formal,medium,family,18.875011,-99.159422,none,informal,low,familiar,No_Alcohol_Served,4.159466029380492,0,1,0.0,Bajo
U1030,135109,0,0,0,18.844818,-99.182758,false,formal,medium,family,18.9217848,-99.2353499,not permitted,informal,medium,quiet,Wine-Beer,10.191234110211749,0,1,1.0,Bajo
U1030,134996,0,0,0,18.844818,-99.182758,false,formal,medium,family,18.923429,-99.216413,only at bar,informal,medium,familiar,Wine-Beer,9.43107294938536,0,1,1.0,Bajo
U1066,135011,1,2,2,18.890695,-99.157104,false,informal,low,solitary,18.91061,-99.169539,none,informal,medium,familiar,No_Alcohol_Served,2.5719732298121,0,1,0.5,Medio
U1066,134999,1,1,1,18.890695,-99.157104,false,informal,low,solitary,18.915421,-99.184871,none,informal,medium,familiar,No_Alcohol_Served,4.011441123000567,0,1,0.0,Medio
U1127,134975,2,2,2,18.943935,-99.206532,false,no preference,low,solitary,18.940828,-99.215426,section,informal,high,familiar,Full_Bar,0.9971716466558401,0,1,1.0,Alto
U1127,135021,2,1,1,18.943935,-99.206532,false,no preference,low,solitary,18.933537,-99.222497,not permitted,informal,low,familiar,No_Alcohol_Served,2.038695065346136,0,1,1.0,Alto
U1127,134987,2,0,2,18.943935,-99.206532,false,no preference,low,solitary,18.932725,-99.225211,none,informal,medium,familiar,Wine-Beer,2.326653786558654,0,1,1.0,Alto
U1127,134996,2,2,2,18.943935,-99.206532,false,no preference,low,solitary,18.923429,-99.216413,only at bar,informal,medium,familiar,Wine-Beer,2.5058387244561184,0,1,1.0,Alto
U1017,132768,1,1,1,18.952615,-99.201616,false,formal,medium,family,18.9257734,-99.2326355,not permitted,casual,medium,familiar,No_Alcohol_Served,4.421756344653754,0,1,0.5,Medio
U1066,135019,2,1,0,18.890695,-99.157104,false,informal,low,solitary,18.875011,-99.159422,none,informal,low,familiar,No_Alcohol_Served,1.7609506426143975,0,1,0.0,Alto
U1017,134975,2,1,1,18.952615,-99.201616,false,formal,medium,family,18.940828,-99.215426,section,informal,high,familiar,Full_Bar,1.9563471225172737,0,1,1.0,Alto
U1017,134983,0,0,1,18.952615,-99.201616,false,formal,medium,family,18.948657,-99.235361,section,informal,high,familiar,Full_Bar,3.576080367011584,0,1,1.0,Bajo
U1066,132767,1,2,1,18.890695,-99.157104,false,informal,low,solitary,18.8820871,-99.1630268,permitted,casual,medium,familiar,Wine-Beer,1.1421184465095073,0,1,0.5,Medio
U1100,135021,2,1,0,18.879729,-99.067106,false,formal,medium,friends,18.933537,-99.222497,not permitted,informal,low,familiar,No_Alcohol_Served,17.40704992918827,0,1,1.0,Alto
U1100,134996,2,1,1,18.879729,-99.067106,false,formal,medium,friends,18.923429,-99.216413,only at bar,informal,medium,familiar,Wine-Beer,16.441401608906304,0,1,1.0,Alto
U1066,135013,1,2,2,18.890695,-99.157104,false,informal,low,solitary,18.917441,-99.165945,none,informal,low,familiar,No_Alcohol_Served,3.116052684983696,0,1,0.5,Medio
U1100,135000,2,1,1,18.879729,-99.067106,false,formal,medium,friends,18.870565,-99.226938,none,informal,medium,familiar,No_Alcohol_Served,16.847647940158605,0,1,1.0,Alto
U1100,135001,2,2,2,18.879729,-99.067106,false,formal,medium,friends,18.941859,-99.241927,none,informal,medium,familiar,Wine-Beer,19.644811804105625,0,1,1.0,Alto
U1100,132768,2,2,2,18.879729,-99.067106,false,formal,medium,friends,18.9257734,-99.2326355,not permitted,casual,medium,familiar,No_Alcohol_Served,18.150477744322803,0,1,1.0,Alto
U1100,134976,2,2,1,18.879729,-99.067106,false,formal,medium,friends,18.916654,-99.22711,none,informal,low,familiar,No_Alcohol_Served,17.326110065274403,1,1,0.0,Alto
U1133,134983,1,1,1,18.886698000000003,-99.114979,false,no preference,medium,family,18.948657,-99.235361,section,informal,high,familiar,Full_Bar,14.415718463565032,0,1,0.5,Medio
U1133,134986,2,2,2,18.886698000000003,-99.114979,false,no preference,medium,family,18.928798,-99.239513,none,formal,high,familiar,Wine-Beer,13.911648259965869,0,1,0.0,Alto
U1133,132766,1,1,0,18.886698000000003,-99.114979,false,no preference,medium,family,18.9101777,-99.2315438,none,informal,medium,familiar,Wine-Beer,12.537570123641974,0,1,0.5,Medio
U1133,132767,0,0,0,18.886698000000003,-99.114979,false,no preference,medium,family,18.8820871,-99.1630268,permitted,casual,medium,familiar,Wine-Beer,5.081028581116075,0,1,0.5,Bajo
U1133,135021,2,2,2,18.886698000000003,-99.114979,false,no preference,medium,family,18.933537,-99.222497,not permitted,informal,low,familiar,No_Alcohol_Served,12.451768085746153,0,1,0.5,Alto
U1133,135001,2,2,2,18.886698000000003,-99.114979,false,no preference,medium,family,18.941859,-99.241927,none,informal,medium,familiar,Wine-Beer,14.695055045165455,0,1,0.5,Alto
U1133,134975,1,1,1,18.886698000000003,-99.114979,false,no preference,medium,family,18.940828,-99.215426,section,informal,high,familiar,Full_Bar,12.160243660175661,0,1,0.5,Medio
U1133,134992,1,2,1,18.886698000000003,-99.114979,false,no preference,medium,family,18.936683,-99.247366,section,casual,high,familiar,Wine-Beer,14.994304412561606,0,1,0.5,Medio
U1133,135019,1,2,0,18.886698000000003,-99.114979,false,no preference,medium,family,18.875011,-99.159422,none,informal,low,familiar,No_Alcohol_Served,4.853158226274228,0,1,0.0,Medio
U1118,134987,0,0,0,18.940062,-99.228172,true,informal,medium,friends,18.932725,-99.225211,none,informal,medium,familiar,Wine-Beer,0.873257332002881,0,0,1.0,Bajo
U1072,135016,1,2,2,18.86826,-99.212033,false,no preference,medium,family,18.869347,-99.209944,none,informal,medium,familiar,No_Alcohol_Served,0.25084431478159835,0,1,0.5,Medio
U1072,132773,2,1,2,18.86826,-99.212033,false,no preference,medium,family,18.8699929,-99.2103195,permitted,informal,low,familiar,Wine-Beer,0.2638843877291254,1,1,0.5,Alto
U1072,135088,0,1,0,18.86826,-99.212033,false,no preference,medium,family,18.8760113,-99.2198896,not permitted,informal,low,quiet,No_Alcohol_Served,1.1942497637172562,0,1,0.5,Bajo
U1026,132561,1,1,1,23.733,-99.133,false,formal,medium,family,23.726819,-99.1265059,none,informal,low,familiar,No_Alcohol_Served,0.953610916945563,0,1,0.0,Medio
U1026,132706,0,2,0,23.733,-99.133,false,formal,medium,family,23.7292162,-99.1323571,not permitted,informal,medium,familiar,No_Alcohol_Served,0.42579847435396806,1,1,0.5,Bajo
U1026,132654,0,0,0,23.733,-99.133,false,formal,medium,family,23.7355234,-99.1295877,none,informal,low,familiar,No_Alcohol_Served,0.44651397397540943,0,1,0.0,Bajo
U1026,132665,2,2,2,23.733,-99.133,false,formal,medium,family,23.7367977,-99.1342413,none,informal,low,familiar,No_Alcohol_Served,0.4407826479476618,1,1,0.0,Alto
U1023,132740,0,0,0,23.752943,-99.166589,false,informal,low,friends,23.7521965,-99.1666317,permitted,informal,low,familiar,No_Alcohol_Served,0.08312069803410302,1,1,1.0,Bajo
U1023,132733,2,2,2,23.752943,-99.166589,false,informal,low,friends,23.7527071,-99.1625655,not permitted,informal,medium,familiar,No_Alcohol_Served,0.4103341407372263,0,1,1.0,Alto
U1080,132668,1,1,1,23.743793,-99.163397,true,formal,low,friends,23.738212,-99.1519547,none,informal,low,familiar,No_Alcohol_Served,1.319673789637274,1,0,0.0,Medio
U1080,132660,2,2,2,23.743793,-99.163397,true,formal,low,friends,23.752942800000003,-99.1646791,none,informal,low,familiar,No_Alcohol_Served,1.025745478961023,0,0,0.0,Alto
U1080,132733,1,1,1,23.743793,-99.163397,true,formal,low,friends,23.7527071,-99.1625655,not permitted,informal,medium,familiar,No_Alcohol_Served,0.9948089979964411,0,2,1.0,Medio
U1080,132608,2,2,2,23.743793,-99.163397,true,formal,low,friends,23.7588052,-99.1651297,permitted,informal,low,quiet,No_Alcohol_Served,1.6785697101821446,1,2,1.0,Alto
U1063,132660,2,2,2,23.745096,-99.164357,false,formal,medium,family,23.752942800000003,-99.1646791,none,informal,low,familiar,No_Alcohol_Served,0.8731400019906531,0,1,0.0,Alto
U1063,132584,2,1,1,23.745096,-99.164357,false,formal,medium,family,23.7523648,-99.1652879,not permitted,informal,medium,familiar,No_Alcohol_Served,0.8137879521660673,1,1,1.0,Alto
U1063,132609,1,0,1,23.745096,-99.164357,false,formal,medium,family,23.760268300000003,-99.1658646,not permitted,informal,low,quiet,No_Alcohol_Served,1.6940458502308369,0,1,1.0,Medio
U1063,135104,1,2,1,23.745096,-99.164357,false,formal,medium,family,23.752982100000004,-99.16843409999998,not permitted,informal,medium,familiar,Full_Bar,0.9701222554119187,1,1,1.0,Medio
U1063,132667,1,2,1,23.745096,-99.164357,false,formal,medium,family,23.7526973,-99.1633594,none,informal,low,familiar,No_Alcohol_Served,0.8513026819301137,0,1,1.0,Medio
U1080,132564,1,1,1,23.743793,-99.163397,true,formal,low,friends,23.7309245,-99.1451848,none,informal,low,familiar,No_Alcohol_Served,2.3417969821652296,0,0,0.0,Medio
U1080,132715,1,1,1,23.743793,-99.163397,true,formal,low,friends,23.732422600000003,-99.1586602,none,informal,low,quiet,No_Alcohol_Served,1.3531434273885272,1,0,1.0,Medio
U1082,132732,0,0,0,23.753061,-99.166095,true,informal,medium,friends,23.7543569,-99.171288,none,casual,low,familiar,No_Alcohol_Served,0.5478096675003035,1,0,1.0,Bajo
U1082,132733,0,0,0,23.753061,-99.166095,true,informal,medium,friends,23.7527071,-99.1625655,not permitted,informal,medium,familiar,No_Alcohol_Served,0.36136651848013535,0,2,1.0,Bajo
U1074,135011,2,1,2,18.917,-99.25,true,no preference,medium,family,18.91061,-99.169539,none,informal,medium,familiar,No_Alcohol_Served,8.493562313950527,0,0,0.5,Alto
U1074,134987,2,2,2,18.917,-99.25,true,no preference,medium,family,18.932725,-99.225211,none,informal,medium,familiar,Wine-Beer,3.139425502159386,0,0,0.5,Alto
U1074,134976,2,2,2,18.917,-99.25,true,no preference,medium,family,18.916654,-99.22711,none,informal,low,familiar,No_Alcohol_Served,2.408090653531036,0,0,0.0,Alto
U1117,135018,1,1,1,18.875641,-99.220737,false,no preference,medium,friends,18.859803,-99.222164,permitted,informal,medium,familiar,Full_Bar,1.76749440466139,0,1,1.0,Medio
U1117,132766,0,0,1,18.875641,-99.220737,false,no preference,medium,friends,18.9101777,-99.2315438,none,informal,medium,familiar,Wine-Beer,4.005064444329243,0,1,0.5,Bajo
U1117,135088,1,1,2,18.875641,-99.220737,false,no preference,medium,friends,18.8760113,-99.2198896,not permitted,informal,low,quiet,No_Alcohol_Served,0.0982079098967195,0,1,0.5,Medio
